5C,PY,NAu,NAf,NAC,NP,NWT,NWA,NR,AFs,NF,NT,NSF,NWDL,NPSDL,NNSDL,NSSDL,NQDL,NWAR,NPSAR,NNSAR,NSSAR,NFAR,SAD,NDR
17,2018,4,1,1,25,7,149,80,3,6,0,1,1765,35,4,17,22,3569,50,21,19,0,123,0
7,2018,10,7,2,34,14,149,77,8,9,2,1,785,11,6,6,5,2725,30,14,20,0,140,0
6,2018,2,1,1,25,17,150,62,7,8,0,1,1497,28,5,19,4,1775,26,6,16,0,70,0
23,2018,6,5,5,25,9,148,67,2,7,0,6,1397,22,9,16,1,3359,37,24,29,1,119,0
15,2018,8,2,1,25,15,151,101,5,6,0,2,1112,17,6,4,2,1636,15,1,4,0,150,0
5,2018,6,2,1,19,12,126,59,6,6,0,4,826,19,5,9,13,1467,16,7,8,2,101,0
21,2018,6,3,1,22,11,145,79,1,7,0,1,2418,35,18,27,13,2793,28,9,15,0,46,0
4,2018,12,6,2,23,11,147,77,3,7,0,2,742,18,6,12,4,885,7,1,6,0,108,0
1,2018,3,2,1,35,8,150,100,2,7,8,2,636,9,0,5,3,1009,15,7,5,0,182,0
5,2018,5,2,1,28,15,146,44,2,9,6,1,675,11,3,4,2,973,8,1,3,0,85,0
3,2017,13,4,2,20,11,150,82,2,4,0,1,1160,22,4,11,12,3068,25,12,13,0,184,0
9,2017,8,1,1,27,11,145,55,3,10,0,1,635,10,5,6,0,650,12,3,5,0,70,0
3,2017,6,2,2,29,5,148,97,7,6,8,6,2327,38,10,19,13,5232,57,20,28,0,190,0
12,2017,9,4,1,17,9,149,78,4,5,2,1,1615,26,17,19,3,1153,15,12,8,0,153,0
20,2017,6,2,1,23,13,150,33,2,6,0,1,3366,61,14,39,8,5759,51,19,31,0,202,0
7,2017,2,2,1,15,13,148,25,1,5,2,1,1830,36,10,15,4,3050,34,11,11,0,168,0
27,2017,6,3,1,25,11,140,75,5,6,0,1,1495,22,5,12,6,2632,27,6,11,0,164,0
3,2017,2,1,1,14,10,122,35,1,5,0,2,1850,44,8,24,1,3508,36,25,33,0,80,0
4,2017,5,4,3,29,15,164,88,8,4,0,1,1608,33,8,12,15,3259,37,9,21,0,321,0
4,2017,4,4,2,23,12,150,66,4,8,0,2,574,11,2,7,7,1472,25,16,14,0,139,0
1,2017,15,5,2,23,16,131,64,6,6,0,4,1536,26,8,15,23,3975,66,31,39,0,198,0
26,2017,8,2,1,21,14,138,52,2,7,0,1,1562,20,12,15,10,2505,15,14,12,0,94,0
7,2017,5,2,1,25,14,147,60,1,7,0,1,777,9,6,4,2,1169,17,2,8,0,107,0
28,2017,21,7,2,24,13,148,90,16,6,0,0,779,16,5,11,0,2043,23,6,14,0,129,0
5,2017,4,1,1,34,15,150,62,4,11,0,2,823,17,8,11,1,1906,18,6,11,0,80,0
40,2017,7,3,1,23,10,150,108,8,6,0,0,1856,32,15,26,18,4484,53,27,33,0,412,0
39,2017,14,5,3,21,13,148,67,4,5,0,0,379,6,1,3,1,311,2,0,0,0,112,0
14,2017,5,2,2,16,14,150,45,6,5,0,1,1887,27,13,22,6,2645,34,10,23,0,226,0
11,2017,2,1,1,9,17,149,14,3,3,0,0,1523,20,14,20,3,2773,20,13,12,0,235,0
38,2017,5,1,1,16,7,152,47,5,5,0,2,704,13,8,8,2,1387,19,7,9,1,138,0
10,2017,7,1,1,21,10,147,55,3,8,0,0,745,15,6,13,1,2448,28,34,21,0,106,0
15,2017,7,5,3,36,11,148,108,8,5,6,1,1730,40,12,24,4,5702,97,21,41,5,199,0
1,2017,4,1,1,23,18,149,74,2,8,0,1,839,7,7,9,6,2295,23,17,14,0,114,0
18,2017,8,3,1,29,12,151,79,9,7,0,0,1513,33,13,22,6,2082,29,7,13,0,96,0
4,2017,3,1,1,24,12,149,60,1,8,0,0,573,14,4,9,0,1152,14,6,16,0,106,0
9,2017,2,1,1,24,9,149,46,2,12,5,0,1160,24,8,11,9,3469,44,12,19,0,168,0
20,2017,10,1,1,16,15,147,45,1,4,3,2,633,12,2,6,2,1128,16,7,8,0,84,0
12,2017,4,3,1,25,10,150,59,6,12,0,0,1907,39,23,28,12,3697,33,24,24,0,185,0
11,2017,18,9,3,20,14,146,49,20,6,0,0,1051,18,9,17,4,1783,30,7,20,0,117,0
18,2017,12,3,2,19,10,150,38,3,7,0,1,2026,36,17,20,8,3160,30,8,13,0,211,0
5,2017,6,1,1,14,9,147,39,2,7,0,0,1719,40,10,17,9,2380,24,14,17,0,122,0
33,2017,4,2,1,17,12,167,58,1,4,0,2,635,8,6,5,0,716,8,2,8,0,70,0
29,2017,7,2,1,25,15,139,59,2,7,0,0,667,11,3,4,2,881,12,11,7,0,159,0
36,2017,6,1,1,26,8,146,80,4,5,0,3,925,17,6,8,11,2282,22,18,12,2,158,0
20,2017,4,1,1,25,9,150,129,3,5,0,0,602,10,0,8,4,775,5,5,3,0,109,0
14,2017,8,1,1,20,9,150,28,5,7,0,3,1032,25,5,10,1,671,3,0,1,0,32,0
5,2017,3,1,1,12,13,235,22,1,5,0,0,626,14,7,7,0,672,7,1,3,0,116,0
7,2017,8,5,2,23,15,149,79,10,7,5,0,498,10,1,4,3,1572,25,9,9,1,138,0
8,2017,3,1,1,17,15,154,52,1,5,2,0,768,12,5,9,4,1381,11,15,6,0,142,0
9,2016,5,2,1,20,16,148,60,4,8,0,0,1850,35,16,23,7,2092,10,23,10,0,146,0
7,2016,11,2,1,19,11,134,68,4,7,0,0,1075,18,5,9,0,1068,5,2,4,0,100,0
36,2016,9,5,2,21,9,145,58,10,7,0,1,1360,24,10,13,4,2501,29,11,16,2,179,0
41,2016,8,4,3,21,9,150,67,2,5,2,0,1263,28,8,10,6,5093,67,32,32,5,179,0
7,2016,4,1,1,14,15,148,46,2,5,0,0,1023,17,7,12,0,1499,17,3,9,0,91,0
68,2016,6,3,1,24,9,157,55,2,7,0,2,896,14,6,10,0,1462,19,5,11,0,36,0
15,2016,4,1,1,18,9,143,51,3,4,0,0,1041,21,13,14,3,2212,31,14,21,0,58,0
13,2016,6,1,1,23,14,145,68,3,7,0,1,628,13,1,9,2,1714,21,5,13,0,113,0
20,2016,5,2,1,15,14,121,49,2,4,2,0,452,4,3,3,0,308,5,0,2,0,133,0
12,2016,4,1,1,17,11,148,27,1,6,0,0,1083,21,10,12,2,2324,30,12,7,0,101,0
58,2016,8,4,2,30,21,179,89,3,10,0,0,1812,30,4,20,7,3409,26,13,20,0,352,0
47,2016,9,1,1,23,12,148,58,7,6,0,0,341,6,1,3,0,745,14,5,6,0,82,0
11,2016,3,1,1,15,9,145,29,3,4,0,0,844,21,5,8,0,723,6,1,4,0,168,0
4,2016,5,1,1,20,21,123,34,1,7,0,0,992,18,5,11,3,1941,33,10,17,0,136,0
50,2016,6,4,2,24,12,150,69,7,7,0,0,762,13,12,10,0,887,12,7,8,0,158,0
7,2016,5,2,1,28,13,129,70,3,8,0,0,519,6,3,4,5,896,14,7,7,0,67,0
21,2016,7,3,2,26,14,148,68,4,9,0,0,1242,27,5,18,6,2596,28,15,17,0,169,0
24,2016,11,6,4,50,14,150,53,13,8,0,0,859,17,5,6,6,1778,24,6,12,0,86,0
31,2016,2,1,1,38,9,149,72,1,5,0,1,2118,44,16,21,5,2651,10,4,6,0,119,0
12,2016,12,4,2,26,10,148,54,12,5,0,6,1082,22,5,12,3,3781,61,21,29,1,206,0
28,2016,14,5,3,13,12,118,39,17,3,3,0,783,17,6,7,1,1562,16,13,14,0,82,0
19,2016,4,2,2,21,14,151,52,1,10,0,0,950,18,4,8,0,2988,36,25,26,0,115,0
23,2016,7,2,1,26,13,150,59,4,11,0,2,3009,62,29,37,13,5102,58,27,35,0,37,0
31,2016,2,1,1,25,13,150,84,2,8,0,1,1071,24,12,13,3,2501,19,17,6,0,155,0
32,2016,16,6,2,25,15,148,48,12,7,0,6,580,16,3,4,0,1230,19,5,10,1,177,0
34,2016,4,3,1,19,12,148,44,3,6,0,2,940,14,5,5,15,3431,59,22,33,0,95,0
23,2016,11,2,1,26,13,153,59,9,6,0,1,813,9,9,6,1,2262,26,20,22,2,98,0
30,2016,10,2,1,23,14,149,68,5,6,0,0,873,17,2,8,1,1002,11,5,8,0,115,0
40,2016,9,4,1,21,11,150,56,7,5,0,2,904,16,7,11,6,1395,10,8,2,0,139,0
19,2016,14,3,2,20,16,131,43,5,7,0,1,1657,29,12,18,9,2769,36,3,19,0,210,0
19,2016,4,1,1,17,10,151,43,1,6,0,1,1190,22,9,14,0,707,7,1,2,0,43,0
6,2016,6,1,1,22,15,146,81,3,8,0,0,607,13,2,9,0,535,9,1,4,0,61,0
15,2016,6,3,2,23,13,136,36,3,10,0,0,587,9,3,6,5,803,0,8,2,0,94,0
64,2015,5,3,1,27,13,149,107,5,6,0,3,1142,19,8,7,6,2008,28,4,17,0,103,0
4,2015,9,2,1,13,15,129,30,3,4,0,0,2004,42,13,21,0,6734,124,30,50,0,109,0
34,2015,6,3,3,25,6,150,91,7,8,0,0,1614,30,14,13,5,3702,68,13,50,0,199,0
18,2015,8,3,1,19,15,149,53,2,7,0,0,914,13,9,7,5,1199,16,4,5,0,133,0
85,2015,2,1,1,17,13,150,48,1,5,0,0,885,13,10,11,0,1360,12,6,9,0,52,0
21,2015,8,4,2,16,11,109,28,2,5,0,1,1649,26,11,16,11,2839,21,22,15,0,158,0
49,2015,10,5,2,24,11,160,64,1,7,0,1,1706,30,14,22,14,3279,45,20,30,0,147,0
54,2015,13,5,2,27,15,149,90,4,7,0,1,3142,62,25,44,4,6330,82,28,48,0,197,0
15,2015,8,2,1,12,9,149,40,5,4,0,0,828,14,5,13,0,741,3,8,5,0,76,0
33,2015,3,1,1,13,8,101,53,2,5,0,0,1025,14,8,12,4,1575,10,6,8,1,87,0
30,2015,11,10,3,21,12,150,81,4,7,0,0,1423,33,10,14,12,3270,37,18,24,1,324,0
17,2015,4,2,2,19,12,150,32,3,7,0,0,4610,84,43,71,9,3518,36,21,24,4,102,0
2,2015,6,2,1,28,12,146,72,11,12,0,0,732,13,4,8,2,512,9,0,8,0,114,0
14,2015,21,7,2,23,14,138,54,16,6,0,0,562,10,4,4,0,1281,18,1,14,0,61,0
14,2015,3,3,2,21,11,136,77,2,8,0,4,1040,22,9,13,2,1850,14,5,11,0,207,0
49,2015,25,12,7,17,12,99,50,12,3,0,2,982,16,8,3,5,2182,36,6,11,2,106,0
38,2015,11,1,1,20,8,150,58,2,7,0,1,440,8,6,6,1,397,5,2,3,0,93,0
19,2015,12,11,5,26,15,138,105,6,8,0,3,990,13,8,8,4,2432,37,13,18,0,224,0
35,2015,6,1,1,38,11,153,80,7,7,2,3,2499,52,24,40,15,5440,51,39,21,0,75,0
17,2015,9,2,2,25,13,130,78,5,8,3,0,863,13,4,5,1,1897,18,22,12,0,79,0
25,2015,5,1,1,17,7,108,62,5,4,0,1,1001,22,8,17,12,1277,13,3,8,0,44,0
25,2015,7,2,1,21,15,150,39,2,7,2,0,511,10,3,9,1,575,5,3,6,0,66,0
13,2015,2,1,1,22,12,148,68,3,7,0,0,409,4,7,4,1,391,7,2,7,0,80,0
20,2015,2,3,1,21,10,141,36,6,11,0,0,1082,19,9,9,12,1433,16,7,7,0,231,0
52,2015,5,4,2,28,17,150,91,3,9,3,1,2339,44,19,34,8,4588,54,39,46,0,119,0
7,2015,4,4,3,34,8,146,40,6,7,0,5,1541,27,15,16,6,3484,46,20,26,0,191,0
27,2015,7,4,3,50,11,150,94,2,11,0,5,1459,16,14,16,13,1725,9,3,7,0,218,0
8,2015,2,2,1,32,10,140,39,3,5,0,0,905,18,7,9,8,1788,20,9,15,0,149,0
52,2015,5,2,2,73,10,150,81,4,7,3,1,573,8,5,6,1,638,5,1,2,0,47,0
40,2015,20,8,3,20,9,150,47,14,5,0,0,2520,51,19,27,6,4438,47,12,36,0,122,0
31,2014,13,2,1,37,16,150,61,3,6,2,0,1037,10,9,7,16,3699,55,18,33,1,219,0
27,2014,11,4,2,46,10,132,74,2,4,2,0,1720,30,12,21,6,4366,43,17,35,0,56,0
15,2014,7,2,1,26,17,137,51,2,9,0,1,1979,38,13,19,15,3381,29,20,22,1,92,0
42,2014,6,3,2,19,8,151,45,7,6,2,0,352,4,5,3,0,158,1,0,2,0,73,0
22,2014,9,4,2,71,16,149,69,6,13,0,0,1278,17,13,10,4,2585,40,6,13,0,266,0
25,2014,13,2,2,44,10,144,91,1,9,0,0,1928,37,17,27,9,4440,61,20,28,1,200,0
44,2014,8,2,1,38,19,149,63,2,9,3,1,884,17,13,13,2,1118,7,3,5,0,134,0
30,2014,5,1,1,23,8,150,106,7,7,0,0,944,22,8,10,0,2277,25,7,11,0,83,0
33,2014,5,1,1,16,9,142,57,1,3,3,0,1665,33,15,21,1,2504,21,22,17,0,84,0
23,2014,3,3,2,17,8,53,49,2,7,0,1,492,7,3,3,4,715,13,4,3,0,141,0
23,2013,3,2,1,22,13,152,75,1,7,0,0,806,20,5,12,1,1470,14,6,10,0,53,0
8,2013,7,2,2,20,9,146,73,5,7,0,0,951,13,11,13,13,2320,41,15,26,0,132,0
23,2013,10,6,3,22,11,149,61,3,9,0,1,938,19,5,10,0,1750,21,6,10,0,45,0
58,2013,5,3,2,18,15,149,56,4,7,0,0,1417,24,10,12,6,2742,34,10,15,0,88,0
68,2013,4,2,1,23,10,149,56,6,5,0,4,772,17,8,9,0,1060,18,7,13,0,78,0
0,2019,14,4,2,35,13,150,89,7,7,0,8,1325,23,4,13,8,2799,32,18,22,2,174,2
0,2019,10,6,1,22,13,262,84,2,4,0,8,609,11,4,6,2,1094,17,5,7,0,84,0
1,2019,4,2,1,25,9,145,49,3,8,0,5,2518,42,14,29,33,3710,49,20,35,0,123,0
0,2019,7,1,1,23,17,148,67,2,6,0,3,794,14,3,12,0,885,7,1,4,0,115,0
0,2019,14,3,1,33,16,158,143,6,9,0,4,1345,27,4,13,12,1911,16,13,11,0,154,1
0,2019,10,2,1,30,21,150,94,9,11,0,2,3920,79,34,43,9,6393,51,21,35,2,52,2
1,2019,13,4,3,29,14,147,87,6,7,0,1,1112,20,9,7,1,2160,17,9,11,1,186,2
0,2019,5,2,1,32,15,150,45,3,11,3,0,948,12,8,8,5,1059,7,6,4,0,158,0
0,2019,7,3,3,25,13,150,77,2,7,0,5,543,6,1,2,2,545,5,3,4,0,130,0
1,2019,6,1,1,23,12,152,58,7,7,3,1,873,16,1,7,4,1306,15,5,5,0,115,2
0,2019,8,3,1,29,13,151,93,4,13,0,1,3496,82,25,52,8,7562,87,42,52,0,298,2
0,2019,9,2,1,36,13,150,70,6,8,0,4,2012,37,14,28,16,3742,58,16,26,0,67,1
0,2019,12,3,1,25,15,145,81,6,8,0,1,2099,33,13,25,3,2485,16,11,11,0,106,2
1,2019,6,2,1,22,14,146,61,6,4,0,2,1571,30,10,18,9,4400,51,41,38,0,222,1
0,2019,9,1,1,31,12,159,75,4,11,3,2,2718,50,14,29,18,4856,55,20,30,0,41,0
1,2019,4,2,1,22,14,147,36,2,9,0,1,1354,22,13,9,6,2868,32,11,15,0,110,0
0,2019,8,1,1,32,13,156,66,5,9,0,5,3042,43,22,34,10,5986,66,24,34,2,217,1
0,2019,8,2,2,29,11,123,72,2,8,0,3,2725,53,13,36,0,3249,26,13,11,0,47,1
1,2019,4,6,4,24,7,151,55,1,4,0,2,842,18,5,5,6,1531,21,3,8,0,62,1
1,2019,3,1,1,15,18,149,44,1,5,0,2,689,7,10,3,5,1083,10,12,5,0,81,2
1,2019,6,2,1,31,11,151,102,3,8,0,4,1842,34,19,19,12,4740,41,27,26,0,123,2
0,2019,14,6,3,24,14,160,66,4,4,0,1,666,18,1,12,2,860,15,1,5,0,65,2
0,2019,1,1,1,18,13,68,45,3,2,3,1,1540,24,14,18,16,3325,31,22,24,0,152,0
0,2019,10,4,1,28,16,150,72,10,8,2,1,776,11,6,8,3,1933,16,10,16,0,126,2
0,2019,3,2,1,20,18,150,56,3,5,3,1,1041,16,6,6,7,1926,15,10,8,0,106,1
3,2019,4,1,1,19,7,150,68,4,5,0,0,1110,20,3,15,4,1000,13,1,5,0,167,1
1,2019,17,4,3,31,11,151,92,20,5,11,1,1395,22,13,17,2,2159,15,13,15,0,113,1
2,2019,9,5,1,27,14,153,44,7,8,2,1,935,18,4,16,9,1797,13,6,10,0,123,1
1,2019,6,1,1,26,10,142,59,8,4,0,4,1342,32,2,17,4,3274,51,12,26,0,161,0
1,2019,10,2,1,25,9,133,81,8,7,0,3,1153,20,7,14,4,1832,16,11,10,0,82,1
2,2019,18,7,4,26,9,142,85,7,7,0,4,1797,35,13,15,2,3206,25,13,19,0,135,2
1,2019,4,1,1,29,6,149,65,5,4,0,2,1212,26,8,14,4,4254,78,21,26,0,162,0
0,2019,8,2,1,30,14,151,116,1,8,0,5,2069,33,20,22,5,3482,38,11,16,0,204,1
2,2019,8,2,1,28,13,152,40,1,6,0,6,842,14,5,10,8,1638,25,6,10,1,80,0
2,2019,7,1,1,15,9,147,45,10,4,0,1,827,17,2,10,3,1085,12,5,11,0,59,2
2,2019,5,2,2,19,17,145,34,6,5,2,2,1267,18,8,9,1,4626,61,27,41,7,106,0
2,2019,11,2,1,26,19,136,78,5,6,0,5,2195,40,13,27,4,3929,50,8,21,0,208,0
1,2019,8,3,1,32,10,150,78,2,9,0,1,2148,25,27,21,14,7928,96,70,72,1,182,0
3,2019,4,2,2,22,14,146,74,3,8,0,2,742,13,6,7,2,731,9,2,1,0,147,0
3,2019,19,4,2,32,15,154,104,8,9,0,2,1540,24,12,17,10,2111,18,15,7,0,197,2
6,2019,26,10,6,35,13,142,127,13,9,2,2,3752,88,25,44,11,4401,52,11,21,0,98,1
0,2019,4,3,2,15,10,149,97,3,4,0,1,1037,12,10,12,14,1578,17,7,19,0,92,2
2,2019,4,1,1,24,12,129,105,2,8,0,4,1843,39,18,30,14,2405,15,6,11,0,133,0
4,2019,3,1,1,24,14,146,44,3,8,0,1,1981,41,17,17,16,2835,24,8,18,0,71,0
1,2019,4,5,3,27,11,147,95,5,7,4,6,2880,61,19,25,12,7156,89,54,47,0,201,0
9,2019,10,2,1,31,15,136,60,4,8,0,2,783,12,5,11,4,1453,20,2,11,1,131,2
2,2019,8,2,1,40,15,143,52,9,5,5,1,1470,31,10,19,3,1818,9,13,7,0,148,1
5,2019,16,3,1,25,18,126,53,10,5,0,11,889,12,3,5,9,1643,20,4,10,1,81,0
2,2019,8,2,2,21,8,126,43,6,5,5,1,474,8,3,9,5,1886,25,17,16,0,121,0
2,2018,3,2,1,25,12,149,86,3,8,0,6,2354,53,21,32,13,3704,35,11,32,0,156,2
4,2018,10,6,2,32,9,147,106,4,5,2,3,2988,61,18,36,19,6715,86,22,41,0,238,0
1,2018,5,3,1,23,10,149,84,2,8,0,4,5580,89,52,56,8,6704,71,23,36,2,167,0
6,2018,9,1,1,32,12,147,120,6,6,0,2,4153,68,30,48,37,3371,37,10,24,0,132,0
4,2018,5,2,1,27,12,149,47,4,7,3,1,1330,28,6,23,10,2017,17,8,12,0,117,0
3,2018,10,2,2,21,12,150,58,2,7,0,1,1437,35,10,17,0,4066,54,18,17,1,115,0
3,2018,16,11,3,31,13,145,67,2,7,6,4,986,23,5,15,0,1359,23,3,12,0,235,2
4,2018,6,2,1,28,12,136,85,2,7,0,3,1066,23,7,13,6,1765,22,12,14,0,111,0
2,2018,19,5,2,9,16,148,13,4,3,0,1,447,9,1,3,1,791,4,6,2,2,124,1
6,2018,6,1,1,19,11,143,45,7,6,0,2,572,9,6,5,6,852,7,3,4,0,95,0
12,2018,2,1,1,45,8,151,167,5,13,2,1,2580,34,17,16,26,8861,116,53,71,1,243,0
6,2018,5,2,1,26,14,149,44,6,5,0,3,1116,26,6,15,6,1912,20,7,13,0,133,2
47,2015,7,6,2,33,12,148,98,4,10,3,3,1189,23,9,17,8,2957,34,16,22,0,62,0
8,2015,4,3,3,10,8,143,16,2,5,0,0,646,12,5,8,1,559,7,1,6,0,118,0
94,2015,3,1,1,18,11,119,58,2,7,2,0,576,17,3,7,5,612,9,6,7,0,95,0
36,2015,10,1,1,15,9,146,47,2,3,0,6,961,15,5,8,4,1192,12,7,8,0,114,0
53,2015,15,4,1,31,14,142,63,8,13,2,1,828,10,8,10,6,1511,16,10,15,0,101,0
19,2015,5,2,2,25,11,147,77,3,9,0,0,2447,40,18,31,13,5140,56,24,43,0,102,0
11,2015,3,1,1,44,7,148,58,2,7,0,4,1816,36,16,17,15,2285,24,10,16,0,83,0
54,2015,4,3,2,46,14,150,106,3,7,0,5,409,10,2,8,0,264,2,2,2,0,64,0
20,2015,8,2,1,22,14,158,62,9,8,0,0,2488,46,16,17,9,3849,34,9,17,0,101,0
23,2015,12,7,3,14,17,153,75,4,4,0,0,621,13,4,6,1,1564,16,7,12,0,120,0
17,2015,5,1,1,18,5,146,97,5,6,0,0,1396,27,11,12,4,3036,52,14,26,0,90,0
31,2014,3,2,2,13,12,152,36,1,6,0,0,967,16,5,11,1,243,7,0,4,0,116,0
84,2014,18,5,2,58,14,153,61,2,15,3,2,639,8,7,5,2,1788,34,10,11,0,77,0
15,2014,2,1,1,13,15,125,42,2,4,0,0,1151,18,19,13,0,1719,26,8,13,0,111,0
40,2014,4,1,1,64,12,139,66,6,9,0,1,2025,34,18,17,24,4882,51,39,46,2,213,0
53,2014,16,5,1,49,12,125,79,4,6,7,0,1339,21,9,10,9,3413,44,18,25,1,93,0
7,2014,4,2,1,63,14,150,70,9,11,0,0,2376,49,20,38,23,5959,73,23,51,0,94,0
12,2014,8,3,2,38,13,150,52,4,6,2,0,1230,23,12,24,13,1303,10,16,12,0,163,0
41,2014,7,3,1,21,14,152,33,5,3,0,0,615,12,4,8,1,715,9,2,4,0,70,0
36,2014,7,4,2,28,13,150,122,8,7,0,2,614,10,7,6,9,2030,26,11,21,0,79,0
47,2014,10,5,2,40,14,151,34,8,6,0,1,1986,43,11,30,7,3224,35,15,18,0,94,0
11,2014,8,7,2,11,14,108,29,7,2,0,0,575,13,4,6,0,733,8,0,1,0,47,0
41,2014,6,2,1,29,7,142,37,2,5,0,0,1355,20,16,9,10,1602,20,8,7,0,113,0
39,2014,7,6,2,28,9,150,33,4,5,0,0,534,6,10,4,1,290,0,3,1,0,63,0
32,2014,11,2,2,25,18,150,68,3,8,0,2,2442,33,14,30,7,3650,33,6,19,0,52,0
21,2014,7,1,1,48,17,142,60,1,8,0,1,577,11,10,9,3,2003,40,7,17,0,168,0
53,2014,8,5,2,50,17,150,79,3,8,0,3,1144,24,10,14,2,3601,58,17,39,0,85,0
11,2014,9,6,2,37,10,129,36,4,6,0,0,680,12,9,9,0,1189,13,5,3,0,147,0
18,2014,9,2,1,54,10,150,72,4,4,0,3,328,6,5,5,0,1161,18,14,10,0,90,0
36,2014,6,3,2,45,16,160,53,4,8,0,1,488,8,5,4,0,195,2,0,2,0,48,0
52,2014,5,2,1,21,12,150,63,5,7,3,0,828,15,8,10,1,1046,9,2,5,0,76,0
40,2014,5,1,1,22,14,143,59,5,7,3,0,1094,18,10,11,9,2291,23,18,17,0,76,0
47,2014,6,2,1,22,14,148,68,4,7,0,0,573,12,6,5,0,3010,35,18,15,1,122,0
51,2014,11,2,2,20,9,150,43,7,7,2,0,951,16,8,8,9,1555,17,11,10,0,116,0
53,2013,5,3,1,30,14,150,88,3,9,0,1,435,7,3,6,0,886,16,6,13,0,142,0
19,2013,5,1,1,26,16,149,74,3,13,2,0,1053,17,13,7,2,1243,12,11,7,0,29,0
23,2013,5,2,1,14,9,149,36,2,8,0,0,669,11,7,4,4,1324,14,16,7,0,85,0
34,2013,8,1,1,23,9,151,94,3,7,6,0,585,10,7,5,0,1492,29,13,20,0,134,0
27,2013,2,2,1,16,13,143,57,1,5,2,0,1988,40,18,20,9,1127,25,9,14,0,107,0
18,2013,3,1,1,17,10,150,53,3,6,0,0,722,11,6,8,1,699,11,3,7,0,108,0
0,2019,5,3,1,34,13,148,111,7,11,4,7,789,17,2,7,0,1131,22,3,7,0,102,0
0,2019,12,4,1,26,13,117,49,5,7,0,1,1307,22,6,15,5,1875,9,5,10,0,388,1
0,2019,8,1,1,21,14,166,53,4,4,0,3,1454,41,4,19,12,965,14,6,10,0,88,1
0,2019,12,5,3,36,10,148,83,4,7,2,7,694,11,2,7,1,851,9,3,5,0,112,1
0,2019,4,2,1,17,9,149,46,2,5,0,1,1388,24,20,11,10,3216,43,20,29,1,239,1
0,2019,9,4,2,31,10,160,95,4,9,0,1,814,15,6,9,6,1866,26,12,11,0,221,1
0,2019,49,21,12,32,9,158,96,40,5,0,2,872,11,4,4,0,1053,9,6,8,0,142,2
0,2019,12,2,2,23,13,150,66,5,7,0,1,819,15,2,6,7,3921,68,20,32,2,246,0
0,2019,16,5,3,29,17,150,49,6,8,0,1,1136,21,12,14,4,3794,59,18,42,2,233,1
0,2019,5,2,1,22,12,155,38,1,7,2,1,1349,21,12,15,7,1906,13,11,6,0,86,0
0,2019,2,1,1,36,18,150,63,10,11,0,1,1260,19,13,12,3,3125,57,22,31,2,220,2
0,2019,9,3,1,25,10,150,45,3,7,2,1,1465,27,10,16,6,1693,18,5,17,0,94,2
0,2019,2,2,1,20,13,150,88,6,6,0,1,2335,39,28,34,6,4033,25,29,19,3,141,0
0,2019,3,2,2,18,11,150,44,2,5,0,1,1483,15,7,8,15,2529,24,5,7,0,113,2
1,2019,5,3,2,22,11,150,68,4,4,0,6,1545,34,10,20,0,4660,62,24,23,3,85,1
0,2019,7,1,1,23,12,150,38,0,5,0,1,518,10,1,6,0,567,9,3,0,0,145,0
0,2019,8,1,1,23,5,149,54,7,8,0,3,2314,36,17,26,9,3217,38,3,17,0,71,1
1,2019,10,5,1,38,11,150,58,8,7,0,3,1856,43,9,27,2,2050,32,14,9,0,83,0
0,2019,20,7,4,36,14,146,75,6,7,2,2,916,17,5,7,0,1375,12,2,8,0,93,2
1,2019,4,1,1,29,14,149,141,3,8,0,3,559,15,0,9,3,206,3,0,1,0,28,1
2,2019,10,1,1,35,11,139,59,4,11,3,3,1683,22,16,19,9,2585,30,17,27,1,140,0
0,2019,10,2,1,18,15,235,58,0,3,2,2,762,19,3,13,0,626,3,0,0,0,135,0
0,2019,4,1,1,21,11,150,91,2,7,0,1,2225,35,25,29,12,2773,31,14,26,0,84,0
0,2019,11,5,1,25,13,148,48,7,8,2,1,880,18,8,19,1,1917,15,21,17,2,123,1
1,2019,11,4,2,23,16,147,63,13,4,4,1,2868,41,29,34,66,6217,88,34,46,0,192,2
2,2019,14,4,2,26,12,149,86,8,6,4,1,2185,34,10,15,13,3308,42,12,15,0,30,0
3,2019,7,3,2,57,14,154,136,3,7,6,1,1490,28,7,16,0,1854,24,3,5,0,140,1
1,2019,6,1,1,23,12,131,52,8,7,0,2,1637,39,10,29,10,3916,51,19,32,0,172,2
1,2019,16,11,7,21,14,144,35,2,5,0,2,1953,39,14,20,3,3376,22,17,9,1,185,1
1,2019,24,8,3,76,9,145,139,39,12,2,2,2101,43,14,24,7,2151,15,5,8,0,106,2
1,2019,3,1,1,28,13,149,57,2,7,0,1,2107,44,27,32,3,3670,39,13,20,0,228,0
2,2019,3,1,1,19,10,157,59,1,5,0,2,783,19,4,10,6,2093,28,11,10,3,112,0
3,2019,2,2,1,25,12,161,63,2,6,2,1,2394,37,13,26,8,1363,14,8,8,0,100,1
3,2019,8,6,1,36,17,150,77,5,10,3,3,1291,26,8,14,0,1698,17,2,10,0,105,1
3,2019,7,3,1,14,12,88,34,4,2,0,4,414,9,2,4,4,830,12,5,5,0,85,1
3,2019,6,1,1,42,12,150,177,1,11,0,2,1119,13,10,5,1,2243,33,14,15,0,253,1
1,2019,11,5,2,46,10,127,50,10,5,2,1,1835,32,25,19,10,2549,25,9,11,0,197,3
