5C,PY,NAu,NAf,NAC,NP,NWT,NWA,NR,AFs,NF,NT,NSF,NWDL,NPSDL,NNSDL,NSSDL,NQDL,NWAR,NPSAR,NNSAR,NSSAR,NFAR,SAD,NDR
7,2017,2,1,1,27,15,149,44,1,10,0,1,2081,35,17,20,14,4914,36,31,18,2,66,0
20,2017,2,1,1,23,17,149,43,2,8,0,0,1569,29,11,11,2,2792,28,8,16,0,124,0
10,2017,3,1,1,20,14,138,70,3,6,0,2,1423,27,14,18,3,2897,28,15,17,0,129,0
27,2017,12,5,1,23,21,151,58,7,7,0,1,1225,26,8,10,4,3545,37,16,23,1,136,0
7,2017,8,2,2,35,7,149,90,5,5,0,0,1733,33,13,16,8,4400,62,16,30,0,102,0
14,2017,5,3,1,15,9,245,26,1,5,0,0,312,6,1,3,0,294,4,0,4,0,63,0
14,2017,8,4,2,21,16,144,75,5,8,0,2,1165,31,6,16,3,1487,10,6,9,0,157,0
3,2017,6,2,2,24,12,150,77,5,7,0,0,1034,25,4,12,2,2649,46,6,29,0,92,0
11,2016,4,6,2,25,7,148,73,4,8,0,0,2217,51,12,24,8,5078,99,21,53,0,110,0
19,2016,4,2,2,24,7,149,79,4,9,0,0,914,19,3,11,3,1453,17,6,4,0,112,0
2,2016,6,3,1,12,12,149,33,3,4,0,0,487,7,2,5,0,296,1,1,0,0,81,0
23,2016,8,2,2,33,9,158,110,9,7,0,2,1944,36,10,23,3,3658,33,21,22,0,122,0
5,2016,6,1,1,19,17,151,37,2,5,3,0,2305,45,19,25,10,3717,36,9,17,0,146,0
17,2016,13,7,2,24,11,148,53,4,7,0,0,621,9,2,4,0,1014,7,6,5,0,109,0
17,2016,4,4,2,17,9,130,77,4,3,0,0,2558,62,15,39,2,5633,67,33,35,3,220,0
8,2016,2,2,2,31,10,146,76,2,4,3,0,1647,29,12,16,2,3502,30,18,26,0,205,0
21,2016,8,1,1,29,11,155,98,6,9,0,0,1709,31,11,17,1,3426,47,18,22,3,114,0
21,2016,5,1,1,25,7,148,87,3,6,0,0,3069,63,20,34,5,7041,79,29,55,4,290,0
17,2016,19,8,4,25,14,151,50,11,7,2,0,683,9,6,6,0,606,3,3,4,0,105,0
14,2016,10,4,2,26,15,150,71,2,8,0,0,421,8,2,3,4,1202,22,5,6,0,167,0
22,2016,8,2,2,19,12,149,49,4,7,0,1,1413,24,6,9,2,2440,21,11,10,0,191,0
19,2016,2,1,1,24,9,150,84,3,6,0,0,668,12,2,6,4,713,10,0,3,0,143,0
19,2016,8,2,1,59,9,109,45,1,7,0,3,3073,41,34,37,10,4882,32,30,24,1,131,0
35,2016,8,4,1,20,16,144,56,2,4,6,0,986,13,11,11,5,1697,22,4,10,0,88,0
6,2016,16,6,2,18,9,109,62,8,4,2,3,981,14,5,8,10,1885,20,12,20,0,120,0
5,2016,9,3,2,39,16,149,58,1,7,0,5,713,13,7,8,3,1466,12,13,3,0,152,0
10,2016,10,2,1,25,12,150,76,9,6,0,1,667,13,3,9,0,1176,18,3,9,2,195,0
6,2016,8,4,1,30,14,123,73,3,10,0,0,1533,21,11,13,10,2144,23,4,5,0,142,0
44,2016,9,3,1,24,14,150,55,4,7,0,1,944,21,6,7,4,1367,12,8,14,2,154,0
8,2016,5,2,1,20,15,150,45,3,7,0,0,723,13,1,6,0,1425,16,10,9,0,124,0
14,2016,7,4,3,19,14,143,45,5,6,2,0,1406,30,10,17,3,1654,13,6,7,0,182,0
17,2016,13,2,2,26,11,148,31,7,6,0,3,813,12,4,12,4,2453,29,15,18,0,226,0
41,2016,5,1,1,18,16,150,37,1,9,0,1,1966,30,19,17,1,3803,41,9,26,0,160,0
5,2016,2,1,1,20,10,138,56,2,4,0,0,1040,25,4,11,0,1203,10,5,5,0,94,0
4,2016,8,3,1,20,12,115,53,3,7,2,0,1435,31,9,17,3,2517,20,12,10,0,152,0
23,2016,5,3,1,21,14,149,86,2,6,3,1,2259,44,15,25,5,3556,37,24,26,1,123,0
15,2016,5,1,1,24,15,150,74,3,8,0,0,356,8,1,3,0,1390,15,5,4,0,391,0
18,2016,9,5,1,31,14,148,79,8,7,3,0,709,18,2,8,4,1837,38,8,24,0,128,0
92,2016,15,2,1,29,10,140,75,1,6,0,11,2167,53,17,32,6,4091,63,12,29,0,170,0
27,2016,5,1,1,14,12,149,56,8,3,0,3,1719,27,19,18,15,1765,10,5,7,0,161,0
48,2016,9,4,1,30,13,150,99,8,6,0,5,573,15,2,8,2,951,14,3,5,0,98,0
31,2016,12,4,1,24,9,150,54,5,8,2,1,1383,20,14,11,9,2410,18,17,18,1,82,0
9,2016,8,3,2,20,19,147,44,6,5,0,0,1268,25,6,15,8,1855,12,9,9,0,147,0
17,2016,8,1,1,26,14,148,76,1,8,0,0,621,9,7,9,2,1578,23,12,11,0,131,0
19,2016,10,4,1,27,12,150,85,2,8,3,0,797,16,4,11,2,692,3,2,2,0,50,0
46,2015,18,10,4,37,13,149,36,13,8,0,1,1311,17,14,10,6,3344,49,25,28,2,154,0
8,2015,9,3,1,22,15,150,44,1,17,0,0,2085,33,15,15,8,1290,18,8,9,0,129,0
36,2015,7,2,1,26,13,150,75,6,7,0,3,1115,27,7,9,0,1259,16,2,12,0,98,0
36,2015,4,1,1,22,12,141,42,2,7,0,1,543,6,9,8,0,980,4,14,17,0,77,0
12,2015,10,3,1,23,12,183,59,5,7,0,0,1762,45,18,26,1,1173,8,5,4,0,180,0
41,2015,7,1,1,25,17,119,65,3,9,0,1,2745,41,23,32,26,5130,45,39,51,5,140,0
23,2015,9,3,2,21,13,155,54,11,5,0,0,2811,41,29,28,3,5409,62,28,38,1,308,0
18,2015,6,4,1,21,12,133,72,5,5,0,14,1307,27,12,18,8,2752,40,14,22,0,181,0
34,2015,8,3,2,22,12,147,78,2,8,0,0,1410,22,7,13,2,998,12,5,7,0,352,0
58,2015,7,5,1,23,11,145,75,4,4,0,0,1753,34,23,24,7,3690,35,32,27,0,132,0
41,2015,11,7,2,16,10,150,32,1,4,2,3,1122,26,10,10,2,1921,15,11,9,1,141,0
11,2015,5,1,1,22,14,141,67,8,14,0,0,1009,10,9,10,15,1557,18,13,11,0,256,0
14,2015,2,1,1,19,16,135,49,2,8,3,0,1996,27,29,19,14,3846,32,30,22,0,127,0
2,2015,6,3,3,24,11,150,37,3,10,2,1,1202,17,13,12,1,1630,9,4,5,0,83,0
5,2015,3,2,1,14,13,144,31,2,5,0,0,668,12,5,8,1,748,7,3,7,0,114,0
20,2015,7,3,1,19,11,154,60,5,7,0,0,1386,22,11,17,9,3234,34,26,25,0,75,0
34,2015,5,2,1,23,15,150,60,4,6,0,0,1675,27,18,20,7,3041,42,10,25,0,125,0
7,2015,3,3,1,13,15,171,28,2,6,0,1,1102,27,12,15,4,1297,21,3,13,0,116,0
16,2015,3,4,3,15,14,132,53,6,10,0,0,1293,26,10,18,5,1518,16,7,8,1,128,0
38,2015,8,2,1,22,16,152,65,3,7,0,1,1222,16,9,13,12,2511,37,17,23,3,68,0
31,2015,5,3,3,20,12,147,58,5,7,0,3,4940,97,38,68,6,7537,63,29,44,0,210,0
51,2015,6,2,1,14,13,143,30,6,5,0,0,1246,22,10,11,7,1589,14,8,9,0,99,0
42,2015,5,1,1,18,11,154,49,4,6,0,0,699,11,8,5,2,2179,40,7,19,0,148,0
21,2015,2,1,1,25,13,150,53,3,7,0,2,3696,62,38,48,10,5096,47,23,31,0,77,0
32,2015,4,2,1,26,12,149,47,4,13,0,0,1050,20,8,16,0,1006,14,2,10,0,58,0
57,2015,11,3,1,25,11,152,85,5,7,2,5,897,18,7,11,8,1777,18,13,18,0,136,0
57,2015,8,2,1,23,14,150,52,4,8,0,0,1665,29,27,23,0,3336,32,22,19,0,121,0
3,2015,12,4,1,19,12,149,72,4,6,0,1,627,11,7,7,3,913,6,3,3,0,120,0
101,2015,10,4,1,65,16,149,48,32,7,2,2,618,13,5,10,0,441,5,0,5,0,67,0
16,2015,5,2,1,17,12,152,46,1,8,0,0,1131,21,12,13,5,1588,17,7,7,0,164,0
43,2015,6,3,3,55,10,150,65,8,10,2,0,1870,35,18,23,16,2652,33,15,21,0,33,0
23,2015,5,1,1,21,13,148,42,2,6,0,1,3299,62,28,37,23,2642,23,16,18,0,67,0
32,2015,7,5,1,84,12,135,78,2,10,3,0,1848,28,11,17,10,2822,22,12,24,0,68,0
9,2015,3,3,1,22,16,146,58,3,7,0,1,1072,21,10,12,4,2152,22,12,10,0,132,0
28,2015,6,2,2,35,9,140,72,4,7,0,1,1163,21,10,18,6,2887,45,16,25,4,317,0
52,2015,8,2,1,26,19,150,79,4,7,5,0,2487,37,19,26,3,5421,66,30,35,0,96,0
12,2015,4,2,1,18,14,133,50,7,5,0,1,2066,55,13,23,14,2265,26,10,14,0,192,0
28,2015,4,4,2,10,10,127,34,4,4,0,0,927,16,6,13,3,1854,20,7,12,0,95,0
18,2015,5,2,1,25,13,146,51,5,4,0,0,1100,26,7,22,3,1079,10,3,5,0,278,0
33,2014,3,2,1,13,6,144,38,8,7,0,0,926,13,14,6,11,1983,20,7,6,0,94,0
6,2014,9,3,2,28,15,148,70,4,8,0,7,1162,19,15,14,4,2279,31,13,18,0,115,0
30,2014,8,3,2,43,10,144,63,5,7,0,1,961,11,14,11,5,1034,6,2,2,0,44,0
30,2014,4,1,1,57,10,142,60,3,6,0,2,1098,17,10,12,3,1734,27,17,15,0,83,0
20,2014,9,4,1,41,13,180,69,2,4,2,0,1573,23,15,19,0,3117,47,16,26,0,51,0
70,2014,3,2,2,43,9,149,67,2,8,0,0,1238,20,14,17,8,2406,30,8,16,0,66,0
20,2014,3,2,2,8,14,148,30,6,0,4,0,556,10,4,6,1,476,5,0,2,0,114,0
37,2014,8,4,2,20,13,150,41,4,6,0,0,516,8,7,5,1,273,1,1,1,0,44,0
31,2014,3,1,1,12,8,141,21,3,5,0,1,1309,21,14,14,10,2771,43,32,17,1,89,0
37,2014,4,2,1,16,13,133,46,6,6,0,0,890,18,12,11,4,1522,15,9,15,0,109,0
208,2014,3,2,1,25,16,148,66,3,6,0,0,1116,22,6,12,6,3448,41,28,32,2,52,0
41,2014,2,1,1,22,10,151,66,3,7,0,0,581,16,4,11,2,838,14,5,8,0,50,0
27,2014,8,5,4,24,10,142,68,3,11,0,1,886,15,10,11,0,1302,15,11,15,0,54,0
24,2014,2,2,1,27,14,149,77,2,13,0,0,779,16,6,9,7,2099,23,9,18,0,99,0
3,2013,9,1,1,19,17,151,45,2,9,0,0,2321,48,19,27,16,1054,17,3,10,0,92,0
46,2013,6,2,1,13,12,152,32,3,7,0,1,823,21,6,11,0,1090,17,11,16,0,90,0
47,2013,14,9,2,18,15,150,40,6,6,2,0,454,7,3,3,4,769,12,6,5,0,111,0
22,2013,5,2,1,14,15,140,45,0,6,0,0,1236,23,7,16,7,1778,15,3,13,0,103,0
0,2019,8,3,3,28,10,141,112,4,8,5,1,462,7,1,2,0,282,1,0,1,0,60,2
0,2019,12,7,2,39,15,119,114,4,9,0,1,1103,18,11,11,9,2568,44,10,16,0,118,1
0,2019,14,8,1,31,13,150,89,18,5,0,10,1329,17,7,7,8,4903,88,14,29,0,273,3
0,2019,5,1,1,19,14,144,45,3,5,0,5,1989,32,16,18,0,3353,45,12,23,1,205,1
0,2019,9,4,4,24,14,152,83,2,4,4,1,1087,24,5,14,0,2701,37,10,17,0,124,3
0,2019,9,3,1,25,13,147,92,5,8,0,4,1493,22,15,11,3,3099,49,17,28,0,109,1
0,2019,4,3,1,23,10,149,88,3,8,0,1,799,18,6,8,3,1394,27,3,12,0,101,1
0,2019,9,3,1,22,14,141,51,6,7,0,1,1093,13,10,11,0,1310,10,1,5,0,126,1
0,2019,37,26,12,35,12,151,94,5,5,4,4,1157,23,11,13,7,3150,46,21,29,1,197,1
0,2019,6,2,2,20,12,147,53,3,8,0,2,598,6,4,7,6,705,8,3,6,0,162,1
0,2019,17,7,2,36,16,150,92,10,8,0,6,725,15,2,7,2,1594,15,8,6,0,116,1
0,2019,5,1,1,24,12,150,61,3,6,0,3,1168,24,5,17,0,2204,31,6,19,0,287,0
0,2019,11,6,3,25,9,160,53,8,10,0,1,2225,42,22,41,2,3928,40,16,27,2,273,1
1,2019,5,2,1,24,14,149,76,3,7,4,3,1100,23,6,10,4,1898,24,8,8,0,113,2
1,2019,20,6,1,26,9,119,64,9,11,3,1,1708,29,13,23,5,2452,21,6,10,0,254,1
0,2019,4,1,1,47,9,150,133,4,8,9,11,377,5,4,2,0,514,13,3,8,0,101,1
0,2019,4,1,1,23,13,139,94,3,7,0,1,1569,30,7,23,0,1878,15,12,16,0,58,2
1,2019,8,1,1,21,13,150,70,2,5,2,1,2993,51,19,27,5,3800,30,22,15,0,251,2
1,2019,7,1,1,35,12,148,61,5,8,5,1,896,15,7,8,1,984,8,6,4,0,127,2
0,2019,1,1,1,18,11,149,110,1,8,0,1,2518,54,21,36,4,859,11,1,3,0,173,1
2,2019,6,1,1,27,14,150,47,3,9,3,1,971,11,6,9,6,2398,25,10,16,0,165,1
0,2019,5,3,2,26,16,150,112,1,5,0,7,1152,20,15,18,4,2454,25,10,18,0,178,2
0,2019,5,3,2,31,11,153,63,1,10,0,1,1650,31,10,15,2,3414,46,11,19,1,193,0
1,2019,2,2,1,17,7,119,48,2,6,0,2,853,13,4,6,1,1821,16,12,7,0,127,0
5,2019,12,3,2,24,11,150,69,12,3,0,1,1934,34,12,15,13,4464,59,29,35,0,253,1
0,2019,3,3,1,33,11,150,120,9,6,0,8,1681,38,8,22,1,12150,201,54,103,3,343,2
0,2019,3,1,1,18,13,147,46,1,8,0,3,583,14,3,3,1,488,2,4,2,0,111,1
2,2019,5,2,1,35,12,151,129,0,11,3,2,2677,47,13,40,17,5517,65,30,56,0,170,0
0,2019,4,2,2,24,12,159,52,2,6,0,1,808,12,9,9,0,1896,27,10,13,0,102,0
2,2019,11,6,3,30,13,150,60,11,7,0,3,1007,18,4,7,4,2354,21,9,15,1,143,0
0,2019,3,5,2,28,12,152,44,2,4,3,1,902,16,5,7,9,2288,29,17,21,1,117,2
1,2019,2,2,2,30,10,149,58,1,6,0,6,908,17,3,8,0,1954,19,13,10,1,155,0
1,2019,15,4,2,19,9,150,59,14,5,0,0,2788,59,19,27,15,5389,60,24,31,2,95,1
4,2019,8,4,2,32,7,148,119,4,9,0,7,725,12,2,5,1,1045,10,3,3,0,149,0
2,2019,6,1,1,32,14,131,139,6,10,3,1,2257,33,8,22,11,4300,29,20,21,0,147,3
1,2019,7,2,1,23,7,151,69,5,8,0,1,1236,23,7,16,13,2182,21,18,9,4,105,2
3,2019,5,2,1,28,13,150,93,6,7,0,5,1050,23,4,12,6,2130,30,14,22,0,79,2
2,2019,5,2,1,14,10,150,42,6,4,0,1,922,13,8,8,5,1399,10,11,6,0,33,2
0,2019,5,3,3,27,9,145,104,10,6,0,1,1041,19,6,14,5,2275,31,18,20,0,109,1
1,2019,33,12,2,25,15,139,55,11,5,0,1,930,13,11,8,2,2025,28,8,16,1,283,2
1,2019,3,1,1,19,12,148,78,1,5,0,1,1411,25,7,22,11,3708,53,16,29,1,134,2
3,2019,7,4,3,27,12,150,73,6,5,0,6,2601,41,17,23,5,3045,18,4,8,0,164,2
5,2019,6,3,1,30,14,146,26,2,9,2,1,977,14,11,15,6,4528,74,33,55,1,272,0
3,2019,11,3,1,38,11,149,95,8,7,0,3,814,21,5,6,1,1468,31,1,13,0,159,1
6,2019,7,1,1,28,13,148,47,4,6,3,1,3281,68,26,50,16,4305,34,18,24,0,136,2
3,2019,4,4,2,39,8,149,67,5,8,0,1,2767,48,19,25,9,9050,169,45,82,0,225,1
1,2019,3,2,1,16,8,147,36,2,5,0,1,916,14,6,9,2,788,3,7,4,0,72,1
0,2019,7,2,1,20,7,150,21,5,10,0,1,2201,60,14,23,13,1134,21,6,7,0,194,2
1,2019,3,3,2,12,8,65,33,5,2,0,1,813,18,2,12,0,2308,43,15,21,2,76,1
1,2019,3,3,1,24,11,149,107,7,5,0,1,1043,23,2,15,11,3687,44,31,27,1,142,0
4,2019,7,1,1,27,14,143,66,7,7,0,2,1512,22,12,16,11,3258,44,14,23,0,237,1
3,2019,5,2,1,19,10,147,48,3,6,0,1,743,8,4,6,5,1086,14,6,3,0,65,1
6,2019,8,2,2,25,12,148,62,2,6,0,3,4995,77,46,61,30,7808,76,38,32,2,178,0
5,2018,4,4,4,16,8,154,48,3,4,0,1,1695,25,7,13,9,3222,33,13,15,0,258,0
3,2018,3,1,1,22,17,140,97,1,8,0,1,1403,33,12,22,6,1556,11,5,12,0,101,0
0,2018,12,2,2,25,14,150,73,1,7,0,2,433,6,5,4,1,592,8,2,2,0,209,1
3,2018,6,1,1,23,8,148,60,3,4,0,5,2796,48,20,27,10,4432,36,28,29,1,271,0
5,2018,13,6,2,25,12,149,66,9,8,0,3,1238,28,7,14,0,1167,6,4,4,0,115,0
2,2018,4,3,1,25,8,151,119,3,6,0,1,1866,28,10,24,12,4760,56,26,42,8,103,0
1,2018,3,1,1,32,12,148,55,2,8,4,7,474,9,4,4,0,800,9,3,3,0,144,1
9,2018,3,1,1,32,11,152,79,1,9,0,1,1598,37,9,15,8,1633,6,6,6,0,124,0
3,2018,10,5,3,45,4,146,136,8,12,2,1,2186,37,15,18,5,2656,27,16,20,0,404,0
5,2018,5,2,2,18,6,150,66,6,4,3,2,1733,30,13,20,11,2911,26,15,19,1,78,0
9,2018,8,1,1,24,12,150,91,4,5,0,4,1746,26,11,21,4,2693,32,11,16,1,287,0
10,2018,5,3,1,23,10,134,72,1,9,0,1,816,14,5,9,3,1644,15,8,4,2,91,0
4,2018,3,2,1,25,12,151,72,3,8,0,2,622,11,4,5,1,961,19,2,6,0,88,0
2,2018,10,3,1,34,17,150,98,3,9,2,4,2106,39,17,37,3,5009,42,19,23,0,151,3
6,2018,8,3,2,33,10,150,63,6,6,0,7,1459,24,15,20,5,3652,45,21,31,0,134,1
6,2018,8,3,2,33,10,150,63,6,6,0,7,1459,24,15,20,5,3652,45,21,31,0,134,1
5,2018,4,1,1,23,10,149,56,3,8,3,4,1198,20,11,12,2,1773,20,5,16,0,101,0
8,2018,4,2,1,18,12,145,40,4,7,0,1,1576,25,11,13,16,3408,34,23,21,0,135,0
6,2018,2,1,1,29,8,147,78,2,8,0,2,1391,23,13,18,12,1987,17,10,11,0,103,0
7,2018,8,3,3,20,14,147,53,7,6,6,2,797,15,3,7,1,1719,22,14,12,0,138,0
14,2018,2,2,1,20,9,150,51,2,8,0,2,1296,27,18,14,11,3803,70,15,25,0,218,0
2,2018,6,3,1,33,14,150,81,5,6,0,2,3429,56,26,39,1,7775,85,46,52,2,271,0
15,2018,3,2,2,14,19,149,32,7,5,0,2,702,5,10,3,1,469,6,1,2,0,102,0
9,2018,6,2,1,30,12,150,80,6,7,4,1,471,5,2,4,3,882,10,7,3,0,136,0
8,2018,9,1,1,24,12,139,65,2,7,0,2,5960,101,40,57,19,9378,80,46,63,0,151,0
3,2018,8,4,2,27,15,142,91,5,8,0,1,2957,57,17,31,3,3764,26,8,9,0,296,0
1,2018,7,6,1,28,17,150,94,2,12,2,2,691,14,1,5,0,785,9,4,6,0,103,0
9,2018,12,6,2,23,13,150,85,6,5,0,2,4394,93,23,53,21,8054,100,9,55,2,114,0
7,2018,13,5,3,31,10,162,109,7,3,2,6,2409,44,15,29,10,9005,92,69,59,2,190,0
3,2018,6,3,1,14,16,173,23,1,4,0,3,1724,26,18,18,4,2950,34,7,15,0,401,0
3,2018,6,1,1,33,15,127,45,1,10,0,3,2133,40,18,20,3,4210,39,8,16,0,110,0
6,2018,5,1,1,21,14,148,50,2,9,0,2,741,15,5,8,3,1258,19,3,11,0,106,0
6,2018,5,1,1,14,11,144,56,6,3,0,4,3316,59,26,31,16,7280,73,22,41,2,154,0
4,2018,2,2,1,31,8,156,68,4,8,0,7,2570,47,26,29,14,3816,35,14,22,0,114,0
9,2018,7,2,1,24,12,149,62,5,8,0,2,3856,56,41,39,9,3577,24,22,16,0,51,0
0,2018,4,1,1,34,15,147,100,4,9,2,12,1196,22,6,12,4,2244,23,8,10,0,207,0
5,2018,6,1,1,35,11,149,87,3,7,11,1,1740,30,15,16,21,5072,41,39,30,0,110,0
0,2018,2,2,1,35,14,148,114,2,8,3,1,2313,37,10,30,25,5960,53,25,31,6,206,0
7,2018,5,2,2,37,11,149,76,5,9,0,1,441,7,3,2,0,677,12,0,6,0,107,0
7,2018,9,3,2,23,16,144,57,8,8,0,1,976,21,6,15,5,1788,20,13,15,0,241,0
9,2018,4,3,1,38,15,150,99,1,6,2,2,2340,40,16,26,0,1734,21,3,13,0,357,0
5,2018,2,1,1,27,9,125,50,3,10,0,2,2466,43,15,16,20,3000,20,10,7,0,140,0
4,2018,9,4,3,20,10,147,48,4,6,0,1,865,16,3,10,4,2440,20,21,12,0,135,0
13,2018,6,2,1,19,13,125,43,4,6,0,1,756,12,3,6,1,842,2,5,5,0,50,0
6,2018,6,5,2,22,15,149,56,5,6,0,2,391,5,5,3,3,633,8,5,9,0,108,0
15,2018,15,7,3,32,9,148,90,9,10,2,1,1480,30,14,21,15,3494,36,23,26,4,118,0
45,2018,5,4,1,17,5,146,65,5,4,0,2,903,13,6,6,1,810,2,5,5,0,83,0
8,2017,4,1,1,25,15,151,93,2,9,0,5,452,8,2,4,1,600,11,3,5,0,135,0
10,2017,11,4,2,28,12,150,69,10,8,0,2,832,9,4,8,1,792,5,1,5,0,318,0
9,2017,12,5,2,20,15,149,91,6,2,3,1,648,12,4,5,3,966,14,2,3,0,156,0
12,2017,5,2,1,23,12,148,91,2,6,0,4,1167,20,9,16,13,1953,20,10,14,0,158,0
3,2017,4,1,1,25,15,145,34,5,9,0,2,2583,41,21,31,3,3136,29,10,21,0,57,0
16,2017,5,1,1,26,10,147,52,8,4,0,11,1430,31,10,17,10,6187,86,32,42,2,164,0
5,2017,10,5,2,20,9,148,51,6,8,0,1,726,14,7,9,5,1167,10,7,6,0,140,0
5,2017,11,3,1,22,7,136,77,5,6,0,2,1598,32,9,19,19,4469,66,20,55,5,14,0
5,2017,5,1,1,22,10,139,82,3,9,0,1,669,12,3,7,3,1109,14,5,9,0,123,0
15,2017,4,5,2,28,13,149,75,8,7,2,1,1657,34,9,17,7,3093,36,10,28,0,207,0
10,2017,5,2,1,21,11,150,102,3,6,0,1,1521,37,8,26,4,2343,19,7,15,0,85,0
4,2017,10,4,1,25,13,139,75,5,8,0,2,863,11,7,9,13,1378,14,10,7,0,61,0
34,2017,18,3,1,23,15,140,82,3,5,0,1,707,11,5,3,4,1387,13,7,14,0,121,0
14,2017,8,6,4,20,12,144,87,5,5,0,3,1908,35,17,21,26,3452,45,15,30,0,157,0
1,2017,7,2,1,22,15,149,65,6,6,0,1,434,6,3,6,1,1556,20,6,10,2,321,0
20,2017,9,5,3,20,11,158,28,4,7,4,4,1836,37,18,19,5,4602,61,16,32,0,250,0
8,2017,5,3,1,20,10,133,45,3,6,0,2,458,9,4,5,0,1964,26,34,21,1,161,0
13,2017,7,1,1,24,8,145,54,5,7,0,1,1997,30,13,21,9,2824,15,18,9,0,156,0
15,2017,3,3,1,12,8,85,37,2,3,2,0,1384,24,7,18,4,3094,34,23,25,0,168,0
60,2017,11,8,4,22,10,208,78,9,5,3,4,1032,20,4,10,11,2749,47,11,19,0,239,0
6,2017,2,2,1,18,12,154,90,5,5,0,0,1084,20,5,9,2,1298,19,4,10,0,163,0
3,2017,13,2,2,25,13,154,65,1,9,0,0,486,10,4,2,4,1162,13,5,7,1,67,0
20,2017,6,3,3,27,12,150,114,9,5,6,0,1111,24,5,12,3,2968,49,12,25,0,127,0
19,2017,14,3,1,26,14,148,75,9,7,0,1,491,8,4,7,3,1299,13,8,4,1,129,0
5,2017,8,3,1,31,9,150,87,3,10,3,2,1893,31,10,14,7,3927,44,17,22,0,101,0
17,2017,4,1,1,16,16,137,59,3,5,0,0,805,14,6,10,1,984,11,7,4,0,151,0
36,2017,3,3,1,20,11,155,61,7,5,0,0,938,17,5,11,5,2907,46,10,14,2,324,0
13,2017,6,2,1,18,10,136,43,5,6,0,0,594,9,2,6,3,862,7,7,5,2,150,0
11,2017,2,1,1,18,19,140,42,1,5,0,2,657,11,4,9,4,1295,15,2,11,0,101,0
29,2017,11,4,2,30,14,144,80,11,8,2,0,2879,57,27,33,7,3332,36,11,14,1,78,0
7,2017,6,2,2,21,15,150,60,2,10,0,1,413,7,3,5,1,374,4,4,2,0,108,0
13,2017,15,5,4,22,20,123,58,6,7,2,0,1969,33,13,18,6,3119,37,12,21,0,207,0
24,2017,4,1,1,19,12,149,57,3,6,0,0,481,7,4,9,1,236,4,0,1,0,85,0
20,2017,4,2,1,24,14,145,51,2,8,3,0,764,19,6,13,1,829,5,2,4,0,108,0
30,2017,9,3,1,17,16,150,52,3,5,0,4,797,10,4,11,11,1845,29,16,13,0,123,0
5,2017,4,2,2,33,20,149,71,3,10,0,1,394,3,5,3,0,409,5,2,3,0,86,0
26,2017,5,2,1,45,8,149,52,3,12,0,0,1812,36,11,24,10,2598,19,4,11,0,157,0
10,2017,3,2,2,19,17,178,70,7,5,0,0,845,16,5,4,1,1035,10,6,7,1,150,0
8,2017,11,2,2,23,5,146,40,8,6,2,0,1145,28,6,11,4,2658,41,17,22,0,172,0
41,2017,4,2,2,24,13,130,80,3,8,0,0,1451,25,11,20,4,2968,35,13,18,1,124,0
8,2017,8,2,1,23,27,148,51,2,8,0,0,2708,40,35,42,7,5102,38,30,32,0,208,0
14,2017,5,2,1,16,14,147,35,2,6,0,3,1435,29,7,18,5,1894,23,3,9,0,80,0
14,2017,7,3,2,25,18,156,76,3,8,0,0,669,15,5,5,2,755,13,2,2,0,101,0
9,2017,6,3,2,18,14,150,47,5,5,0,0,963,12,5,7,4,1004,8,6,5,0,150,0
49,2017,16,7,3,26,15,150,108,5,7,0,1,1548,29,12,17,8,3633,44,15,33,0,154,0
8,2016,8,1,1,20,8,139,61,6,5,0,1,1608,30,12,21,26,5188,74,24,42,0,168,0
6,2016,10,2,1,29,8,150,119,2,6,0,1,1469,36,6,20,1,1930,27,7,9,0,226,0
25,2016,9,4,2,22,8,149,49,5,7,0,3,1911,33,21,26,0,3659,31,24,21,0,74,0
3,2016,13,6,4,21,13,154,82,5,6,0,0,739,10,6,3,1,1026,13,3,9,1,105,0
22,2016,3,1,1,18,11,126,51,1,6,0,0,714,14,5,5,1,610,4,1,1,0,95,0
2,2016,3,3,3,20,17,151,52,7,7,0,0,1958,34,13,15,16,2906,20,18,12,1,69,0
9,2016,12,4,2,25,12,125,39,1,5,0,5,1399,21,12,10,15,2229,17,13,13,0,152,0
21,2016,2,1,1,19,12,150,60,1,5,0,0,904,21,5,12,0,167,3,1,1,0,65,0
18,2016,6,2,1,14,5,135,39,4,4,0,0,1056,21,10,12,11,2285,27,8,16,0,307,0
30,2016,11,4,3,27,10,151,82,5,8,0,3,1103,12,6,10,5,1907,19,6,13,0,147,0
18,2016,14,6,2,19,11,145,62,4,6,0,2,1533,27,9,11,5,1868,12,8,6,0,81,0
13,2016,10,1,1,26,11,149,120,1,8,0,1,658,13,3,6,4,1459,14,8,9,0,154,0
11,2016,10,4,3,25,11,148,74,7,12,0,0,573,12,1,5,0,734,7,2,8,0,106,0
4,2016,8,1,1,21,18,150,86,7,7,0,3,670,9,8,9,2,814,10,2,6,0,112,0
5,2016,6,1,1,26,11,148,77,3,10,3,0,527,9,2,5,0,938,18,2,10,1,108,0
22,2016,9,6,3,19,12,150,50,4,6,4,3,1281,22,8,14,2,3044,36,17,15,0,104,0
20,2016,10,2,1,29,11,140,94,1,8,0,4,1131,23,2,9,4,1653,25,6,13,0,79,0
